Player,Team,Team within selected timeframe,Position,Age,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Height,Weight,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",country_league
D. Brynjarsdóttir,West Ham United,West Ham United,"LCMF, RCMF",30,17,1529,4,3.6,1,2,24.6,45.22,Iceland,Iceland,180,0,9.59,6.77,56.52,6.06,60.19,0.59,0.74,0.41,5.18,6.5,1,0,0,0,0,1.88,0.24,4,0.24,0.21,1,0.06,21,1.24,42.86,19.048,0.06,1,47.06,1.41,45.83,6.47,31.82,2.41,0.53,0.35,0.88,25.13,65.81,9.36,50.94,3.94,86.57,7.65,70.77,1.94,33.33,16.5,25.64,0.12,0.59,0,0,0.41,57.14,0.41,3.12,64.15,1.35,60.87,0.53,33.33,0.71,0.59,4.47,53.95,England 202122
M. Clemaron,Tottenham Hotspur,Tottenham Hotspur,"RCMF, DMF, RDMF",29,17,1526,0,0.37,0,0.7,24.36,47.22,France,France,0,0,12.09,8.43,63.64,3.66,43.55,1,1.38,0.18,5.72,7.89,1.42,4,0.24,0,0,1,0,0,0,0.02,0,0,7,0.41,0,0,0,0.88,20,0.94,81.25,7.14,36.36,0.59,0.47,0.12,0.94,46.47,76.78,17.93,63.16,6.07,90.29,15.57,86.74,4.84,50,17.01,31.57,0.04,0.47,0,0,0.18,33.33,0.18,8.73,62.84,1.65,39.29,0.65,36.36,0.53,0.18,8.26,69.29,England 202122
Luc. Quinn,Birmingham City,Birmingham City,"LW, CF, AMF",28,18,1519,1,1.96,3,0.56,25.06,36.88,England,England,0,0,6.52,6.52,58.18,3.67,27.42,0.36,0.4,0,2.37,2.67,0.47,1,0.06,0,0,2.13,0.06,1,0.06,0.12,0,0,15,0.89,33.33,6.667,0.18,1.13,36.84,3.67,35.48,10.37,26.86,0.83,1.01,0.71,1.24,19.14,65.02,6.4,41.67,3.73,85.71,5.51,76.34,2.55,41.86,20.32,34.01,0.03,0.36,0,0,0.41,28.57,0.12,3.44,39.66,1.42,37.5,0.71,33.33,0.12,0.53,3.38,56.14,England 202122
L. Hemp,Manchester City,Manchester City,LWF,21,18,1516,6,6.25,4,5.67,26.24,48.64,England,England,0,0,6.35,4.22,66.2,3.27,43.64,0.24,0.44,0.06,3.32,6.18,0.89,1,0.06,0,0,10.15,0.36,6,0.36,0.37,2,0.12,49,2.91,55.1,12.245,0.24,6.17,41.35,8.79,66.89,15.2,50.78,6.11,4.93,2.49,1.01,27.43,72.08,4.57,54.55,8.19,96.38,9.2,63.23,0.89,6.67,17.96,30.31,0.34,1.84,0,0.06,0.36,33.33,1.25,1.19,45,4.75,56.25,0.36,16.67,1.25,2.61,4.39,75.68,England 202122
S. Zadorsky,Tottenham Hotspur,Tottenham Hotspur,LCB,29,16,1513,1,0.77,0,0,8.92,59.33,Canada,Canada,173,0,7.02,4.16,72.86,2.02,52.94,0.3,0.41,0.24,3.69,5.07,0.24,1,0.06,0,0,0.18,0.06,1,0.06,0.05,0,0,4,0.24,50,25,0,0.06,0,0.3,20,1.07,33.33,0.24,0.59,0,0.18,37.59,78.32,17.96,66.23,1.9,90.63,15.41,91.89,8.51,51.05,22.65,35.59,0,0,0.06,0,0.18,0,0,5,54.76,0.95,25,0.71,33.33,0.24,0,9.64,60.49,England 202122
D. Rose,Reading,Reading,"CF, AMF",23,18,1509,4,3.42,3,1.73,28.99,36.42,Canada,Canada,0,0,4.77,4.35,60.27,1.55,30.77,0.18,0.23,0,1.97,2.56,1.13,1,0.06,0,0,4.71,0.24,4,0.24,0.2,1,0.06,23,1.37,34.78,17.391,0.18,3.04,27.45,7.46,44,17.48,33.11,3.4,1.85,1.79,1.31,13.12,61.36,2.56,55.81,2.21,83.78,4.47,58.67,0.24,25,20.14,7.01,0.1,0.6,0.12,0,0.24,50,0.36,0.95,56.25,1.67,42.86,0.12,0,0.54,0.95,1.19,80,England 202122
R. Williams,Tottenham Hotspur,Tottenham Hotspur,"CF, RWF",34,17,1506,4,6.49,1,1.19,32.27,37.41,England,England,0,0,4.9,4.24,52.11,7.77,45.38,0,0,0.18,2.69,3.71,1.73,2,0.12,1,0.06,3.11,0.24,4,0.24,0.39,0,0,32,1.91,40.63,12.5,0.06,0.48,50,2.93,57.14,13.51,30.09,3.35,0.54,0.3,0.54,25.94,75.12,6.81,53.51,6.51,89.91,8.01,78.36,0.96,56.25,15.31,29.52,0.07,0.48,0,0,0.78,53.85,0.42,3.65,57.38,1.31,45.45,0.72,41.67,0.6,0.24,3.35,64.29,England 202122
G. Stanway,Manchester City,Manchester City,"RCMF, RB, LCMF",23,18,1496,6,3.89,0,1.61,19.85,48.48,England,England,0,0,7.82,6.56,61.47,2.41,45,0.36,0.69,0.06,3.43,6.55,1.32,2,0.12,1,0.06,3.85,0.36,6,0.36,0.23,0,0,36,2.17,27.78,16.667,0,1.68,42.86,3.61,51.67,7.34,42.62,2.47,3.07,1.93,0.96,53.24,87.12,14.56,75.21,13.05,97.24,16.97,90.78,3.73,54.84,19.59,37.76,0.1,1.2,0.06,0,1.26,52.38,0.36,7.64,74.02,3.07,68.63,0.96,31.25,1.62,0.72,7.34,87.7,England 202122
M. Thorisdottir,Manchester United,Manchester United,LCB,28,17,1496,1,0.69,0,0.05,8.96,64.43,Norway,Norway,170,0,6.56,3.61,68.33,2.59,55.81,0,0,0.24,4.09,6.14,0.6,1,0.06,0,0,0.72,0.06,1,0.06,0.04,0,0,3,0.18,66.67,33.333,0,0.36,33.33,0.6,80,1.02,64.71,0.3,0.18,0.06,0.18,48.37,84.08,19.13,68.87,2.59,95.35,22.02,94.54,8.42,52.14,22.27,37.6,0,0.06,0.06,0,0,0,0,6.38,53.77,1.2,20,0.6,30,0.12,0.06,8.96,69.13,England 202122
R. Petzelberger,Aston Villa,Aston Villa,"LWF, LW, RW",29,16,1494,3,2.55,2,0.72,19.22,40.44,Germany,Germany,163,54,6.87,5.84,58.76,2.53,23.81,0.06,0.08,0.06,3.37,4.35,0.96,0,0,0,0,1.69,0.18,3,0.18,0.15,2,0.12,16,0.96,43.75,18.75,0.12,0.84,35.71,1.81,40,7.05,33.33,1.69,0.66,0.12,1.57,26.08,76.67,7.11,56.78,7.59,92.06,5.36,78.65,0.78,61.54,14.13,18.21,0.04,0.6,0,0,0.6,40,0.24,2.41,62.5,1.33,31.82,0.6,30,0.42,0.3,3.25,59.26,England 202122
V. Miedema,Arsenal,Arsenal,"CF, AMF",25,18,1479,12,11.6,5,3.17,24.77,39.31,Netherlands,Netherlands,170,68,5.96,4.87,63.75,3.35,45.45,0.12,0.2,0.06,2.74,4.4,0.91,3,0.18,0,0,5.42,0.73,12,0.73,0.71,2,0.12,79,4.81,36.71,15.19,0.3,1.03,29.41,5.54,43.96,12.9,29.25,6.45,1.58,0.73,0.67,26.41,76.5,7.3,63.33,6.33,89.42,8.88,82.19,2.13,54.29,18.62,33.08,0.19,1.34,0.06,0,1.83,50,0.73,3.59,54.24,2.74,60,1.89,51.61,2.25,0.18,3.96,75.38,England 202122
E. de Graaf,Leicester City WFC,Leicester City WFC,"RB, RWB",24,18,1476,0,0.81,0,0.28,20.06,48.02,Netherlands,Netherlands,0,0,12.01,7.68,56.35,4.33,47.89,0.18,0.21,0.12,7.5,8.46,0.61,1,0.06,0,0,1.71,0,0,0,0.05,0,0,6,0.37,50,0,0,1.04,17.65,2.01,63.64,5.3,43.68,0.79,0.67,0.37,0.73,24.51,64.43,9.09,48.32,4.63,90.79,6.65,72.48,2.26,40.54,18.04,28.91,0.02,0.49,0,0,0.18,33.33,0.12,3.11,41.18,1.52,28,0.37,16.67,0.3,0.24,5.55,45.05,England 202122
B. Mead,Arsenal,Arsenal,"RWF, LWF, RW",26,18,1474,8,5.6,4,5.26,26.19,48.02,England,England,163,0,8.3,6.72,64.55,2.14,37.14,0.61,1.01,0.12,3.36,5.56,0.79,1,0.06,0,0,5.68,0.49,8,0.49,0.34,0,0,43,2.63,37.21,18.605,0.24,2.75,22.22,5.92,60.82,11.97,44.9,5.25,1.95,0.61,2.14,33.64,73.5,8.12,59.4,8.67,93.66,9.53,71.79,1.22,35,17.31,20.89,0.32,2.38,0.12,0.06,1.04,47.06,1.22,3.6,69.49,4.58,45.33,0.85,28.57,2.81,0.61,4.46,83.56,England 202122
H. Scott,Birmingham City,Birmingham City,"LCB, RB, RCB",29,16,1471,0,0.39,0,0,21.84,58.82,Republic of Ireland,Republic of Ireland,162,0,14.13,10.65,71.84,2.57,35.71,0.55,0.63,0.8,5.93,6.77,1.16,1,0.06,0,0,0.98,0,0,0,0.02,0,0,3,0.18,33.33,0,0,0.31,40,1.47,54.17,5.14,48.81,0.24,0.43,0.06,1.41,22.33,61.92,12.24,47,2.39,92.31,4.96,80.25,5.26,31.4,21.88,41.45,0,0,0.06,0,0.31,0,0,4.89,36.25,0.73,25,0.61,10,0.12,0.12,5.26,40.7,England 202122
K. Svitková,West Ham United,West Ham United,"LWB, LB",26,16,1458,2,4.53,4,2.68,25.25,47.43,Czech Republic,Czech Republic,0,0,11.98,9.44,55.56,2.53,41.46,0.62,0.77,0,6.11,7.6,1.05,2,0.12,0,0,4.57,0.12,2,0.12,0.28,0,0,30,1.85,26.67,6.667,0.25,3.7,35,4.88,51.9,9.57,45.16,2.41,2.22,1.54,0.37,38.52,61.86,17.16,50,4.14,83.58,11.05,73.74,5.56,41.11,21.07,40.51,0.17,0.99,0.06,0,0.43,57.14,0.56,7.04,49.12,3.77,42.62,1.48,25,0.62,1.17,10.06,63.19,England 202122
J. Vanhaevermaet,Reading,Reading,"DMF, RCMF, RCB",29,16,1451,2,1.94,0,0.11,18.24,57.14,Belgium,Belgium,0,0,12.1,6.76,68.81,5.15,62.65,0.25,0.33,0.56,7.2,9.43,0.62,2,0.12,0,0,0.87,0.12,1,0.06,0.12,1,0.06,14,0.87,35.71,14.286,0,0.19,66.67,1.05,35.29,3.1,32,1.12,0.43,0.06,0.68,36.91,76.3,15.2,61.22,5.95,95.83,10.61,84.8,5.02,43.21,19.33,37.96,0.01,0.25,0,0,0.19,33.33,0.06,5.83,54.26,1.24,55,0.5,37.5,0.62,0.12,8.06,65.38,England 202122
D. Stokes,Manchester City,Manchester City,LB,30,16,1450,1,0.09,1,0.29,17.07,51.64,England,England,159,0,9.12,7.32,70.34,1.49,33.33,0.06,0.11,0.19,3.91,6.92,0.43,1,0.06,0,0,1.61,0.06,1,0.06,0.01,0,0,2,0.12,50,50,0.06,1.3,52.38,1.61,53.85,5.77,37.63,0.25,2.36,1.12,0.43,43.08,84.73,16.32,74.9,9.99,96.89,10.49,84.62,2.79,51.11,16.51,28.4,0.02,0.37,0,0,0.12,0,0.19,5.4,75.86,1.61,53.85,0.37,16.67,0.37,0.56,7.14,68.7,England 202122
J. Carter,Chelsea,Chelsea,"CB, RB, LCB",24,17,1450,0,0.07,1,0.69,15.21,61.63,England,England,164,0,9.25,6.52,71.43,2.3,56.76,0.31,0.47,0.37,4.28,6.53,0.56,0,0,0,0,1.06,0,0,0,0,0,0,4,0.25,0,0,0.06,0.93,33.33,0.99,75,3.41,45.45,0.37,0.81,0.25,0.62,53.01,88.29,16.32,74.9,6.14,91.92,26.07,95.95,4.84,52.56,21.95,38.84,0.04,0.31,0.06,0,0,0,0.12,5.09,65.85,0.87,50,0.06,0,0.12,0.31,7.14,69.57,England 202122
M. Arnold,West Ham United,West Ham United,GK,28,15,1449,0,0,0,0,1.68,88.89,Australia,Australia,179,76,3.54,0.25,75,0.99,93.75,0.12,0.15,0,3.23,3.99,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,100,0.06,100,0,0,0,0.19,24.72,79.65,11.12,64.8,0,0,12.55,92.57,8.57,52.9,30.1,43.26,0,0,0.06,0,0,0,0,1.3,38.1,0.12,0,0.12,0,0,0,5.78,45.16,England 202122
A. Russo,Manchester United,Manchester United,"CF, RAMF",23,19,1439,9,5.69,3,2.03,30.08,43.66,England,England,0,0,6.94,4.82,66.23,4.82,36.36,0.56,0.88,0.25,3.19,4.97,0.44,0,0,0,0,6.38,0.56,9,0.56,0.36,5,0.31,47,2.94,40.43,19.149,0.19,2.88,23.91,7.19,56.52,16.89,42.59,4.07,1.81,1.31,1.81,19.45,66.56,5.25,61.9,4.13,86.36,4.75,61.84,0.81,15.38,17.8,23.29,0.13,0.81,0.06,0.06,1.19,36.84,0.44,1.94,67.74,2.38,42.11,0.94,20,0.75,0.56,2.56,78.05,England 202122
A. Galli,Everton,Everton,"DMF, LDMF, RDMF",25,17,1435,1,0.52,0,0.16,18.44,51.7,Italy,Italy,0,0,10.66,7.84,68,2.01,28.13,0.06,0.08,0.31,5.27,6.92,0.75,0,0,0,0,1.19,0.06,1,0.06,0.03,0,0,4,0.25,25,25,0,0.5,37.5,1.82,51.72,5.64,38.89,0.25,0.75,0.31,0.31,39.76,80.28,12.98,66.67,6.4,95.1,13.3,89.62,2.07,42.42,16.25,29.08,0.01,0.25,0,0,0.5,0,0.19,6.08,60.82,1.13,33.33,0.5,12.5,0.19,0.19,5.21,50.6,England 202122
A. McManus,Leicester City WFC,Leicester City WFC,"CB, RCB",29,16,1435,1,0.38,0,0.45,11.85,55.56,England,England,0,0,11.04,4.39,67.14,3.32,52.83,0.44,0.55,1,7.65,9.51,0.44,1,0.06,0,0,0.5,0.06,1,0.06,0.02,1,0.06,5,0.31,40,20,0,0.13,50,0.56,55.56,1.25,35,0.63,0.25,0.06,0.19,38.82,77.54,15.93,59.84,3.01,93.75,16.62,92.45,8.47,45.19,22.92,36.4,0.03,0.19,0,0,0,0,0.13,5.96,43.16,0.69,18.18,0.63,20,0.19,0.06,8.66,54.35,England 202122
V. Sarri,Birmingham City,Birmingham City,"LCMF, LW, CF",24,17,1416,1,1.65,1,2.75,36.36,43.18,Greece,Greece,0,0,11.69,10.36,61.96,3.62,33.33,0.44,0.53,0.06,4.83,5.7,1.33,2,0.13,0,0,3.81,0.06,1,0.06,0.1,0,0,26,1.65,26.92,3.846,0.06,1.46,39.13,6.29,42.42,16.59,34.1,1.21,1.78,1.33,1.4,23.14,68.68,6.74,49.06,4.83,82.89,5.78,67.03,1.4,9.09,14.97,26.16,0.17,0.95,0,0,0.38,33.33,0.25,2.48,46.15,1.84,34.48,0.44,14.29,0.51,0.57,3.43,48.15,England 202122
T. Duggan,Everton,Everton,"CF, LWF, LAMF",30,19,1409,2,3.63,1,1.02,21.27,40.24,England,England,167,0,6.77,5.49,65.12,3.39,37.74,0.13,0.18,0.06,3.07,4.25,0.64,0,0,0,0,2.87,0.13,2,0.13,0.23,0,0,28,1.79,50,7.143,0.06,1.47,34.78,2.87,42.22,8.43,28.03,2.87,1.28,0.13,0.38,28.62,73.88,6.2,62.89,6.96,87.16,9.07,71.83,0.96,33.33,13.81,15.88,0.06,1.02,0,0,0.7,36.36,0.38,3,57.45,1.98,38.71,0.7,18.18,0.64,0.64,3.51,58.18,England 202122
G. Lawley,Birmingham City,Birmingham City,"RCB, LCB",19,15,1408,1,0.97,1,0.64,13.49,55.45,England,England,0,0,9.59,6.2,68.04,2.81,59.09,0,0,0.51,5.37,6.12,0.38,2,0.13,0,0,0.64,0.06,1,0.06,0.06,1,0.06,6,0.38,50,16.667,0.06,0.06,100,0.7,54.55,1.92,33.33,0.58,0.06,0.13,0.26,19.05,68.79,11.63,57.69,1.73,96.3,4.03,93.65,3.84,36.67,19.42,35.59,0.04,0.13,0,0,0,0,0.06,2.62,53.66,0.32,80,0.26,25,0.32,0.06,5.56,42.53,England 202122
J. Finn,Birmingham City,Birmingham City,"RWB, RB",23,16,1402,0,0.02,0,0.37,16.31,48.03,Republic of Ireland,Republic of Ireland,0,0,8.73,7.57,57.63,2.18,41.18,0.06,0.07,0.13,4.3,4.9,0.58,1,0.06,0,0,1.16,0,0,0,0,0,0,1,0.06,0,0,0,1.6,24,1.6,48,4.24,43.94,0.19,0.39,0.26,1.09,17.91,60.57,9.24,50.69,2.18,85.29,3.4,67.92,2.57,22.5,18.95,29.03,0.02,0.32,0,0.06,0.06,0,0.06,3.21,46,1.28,45,0.26,0,0.39,0.39,4.43,59.42,England 202122
D. Carter,Brighton & Hove Albion,Brighton & Hove Albion,CF,28,18,1400,2,3.1,1,0.71,24.94,34.28,England,England,162,0,4.89,4.56,67.61,3.02,25.53,0.13,0.16,0.06,1.67,2.09,0.64,2,0.13,0,0,3.34,0.13,2,0.13,0.2,0,0,32,2.06,53.13,6.25,0.06,0.64,10,3.21,62,13.18,27.32,2.83,0.96,0.64,0.77,18.32,66.67,5.34,45.78,5.4,90.48,4.11,59.38,1.35,23.81,15.2,19.09,0.05,0.32,0,0,0.71,27.27,0.13,2.7,54.76,0.96,20,0.84,23.08,0.64,0.06,2.44,52.63,England 202122
H. Cissoko,West Ham United,West Ham United,"CB, RCB, LCB",24,16,1371,0,0,0,0.11,18.84,62.37,France,France,167,56,13.65,10.11,74.68,2.1,46.88,0.46,0.58,0.26,5.65,7.07,1.31,4,0.26,2,0.13,0.79,0,0,0,0,0,0,0,0,0,0,0,0.2,33.33,1.44,45.45,3.68,33.93,0.07,0.59,0.39,0.79,29.67,78.54,12.01,65.57,2.89,81.82,11.95,91.21,2.63,45,19.57,33.38,0.01,0.07,0,0.07,0.2,33.33,0,3.28,80,0.33,40,0.33,0,0.07,0,6.96,50.94,England 202122
N. Maritz,Arsenal,Arsenal,RB,26,15,1334,0,0.24,1,1.65,14.91,49.32,Switzerland,Switzerland,165,0,7.22,6.75,63,2.43,44.44,0.27,0.42,0,2.7,4.17,0.88,2,0.13,0,0,2.16,0,0,0,0.02,0,0,3,0.2,66.67,0,0.07,2.16,46.88,1.69,56,3.91,46.55,1.21,0.88,0.27,0.54,41.02,83.06,13.43,68.84,8.7,94.57,13.49,90.5,1.55,26.09,17.3,21.6,0.11,1.01,0,0,0.27,25,0.34,4.45,69.7,2.29,58.82,0.4,16.67,0.74,0.94,8.1,78.33,England 202122
K. Dali,Everton,Everton,"AMF, RCMF",30,18,1330,0,1.22,1,1.91,25.17,34.95,France,France,165,62,5.28,4.6,69.12,1.29,5.26,0.07,0.09,0,2.03,2.85,0.61,1,0.07,0,0,3.92,0,0,0,0.08,0,0,27,1.83,33.33,0,0.07,2.77,29.27,5.08,38.67,15.97,27.12,1.49,2.57,2.23,0.61,40.53,78.63,10.22,60.26,9.47,96.43,13.33,81.22,3.18,42.55,17.41,28.45,0.13,1.15,0.07,0,1.56,34.78,0.27,5.68,59.52,3.32,34.69,1.76,23.08,0.81,0.61,5.62,74.7,England 202122
C. Walker,West Ham United,West Ham United,CF,25,17,1323,3,3.46,1,0.07,27.48,29.21,England,England,0,0,3.74,4.76,47.14,3.4,26,0.14,0.17,0.07,1.36,1.66,1.22,3,0.2,0,0,1.9,0.2,3,0.2,0.24,0,0,25,1.7,40,12,0.07,1.43,0,2.45,44.44,14.01,25.24,2.86,1.02,0.61,1.16,18.23,66.04,4.42,53.85,5.58,80.49,4.83,60.56,0.27,50,14.33,10.19,0,0.14,0.07,0,0.54,25,0.07,1.36,55,1.97,34.48,0.54,12.5,0.75,0,1.7,72,England 202122
M. Connolly,Brighton & Hove Albion,Brighton & Hove Albion,"RDMF, LDMF, DMF",25,17,1323,0,0.23,2,1.45,12.79,57.98,Republic of Ireland,Republic of Ireland,0,0,8.71,5.1,72,1.77,65.38,0.27,0.34,0.41,4.76,6,0.41,1,0.07,0,0,0.75,0,0,0,0.02,0,0,10,0.68,0,0,0.14,0.82,50,0.61,55.56,2.45,44.44,0.27,0.07,0,0.41,29.12,76.17,10.14,65.1,4.01,93.22,10.2,83.33,2.79,36.59,18.94,38.7,0.1,0.54,0,0,0.14,0,0.2,4.97,58.9,0.95,50,0.2,33.33,0.07,0.41,5.44,63.75,England 202122
I. Kaagman,Brighton & Hove Albion,Brighton & Hove Albion,"AMF, LW, LCMF",25,17,1316,3,3.03,3,1.52,12.1,39.55,Netherlands,Netherlands,0,0,5.27,3.9,52.63,1.16,29.41,0.34,0.43,0.07,2.87,3.64,0.82,2,0.14,0,0,2.19,0.21,1,0.07,0.21,0,0,17,1.16,52.94,17.647,0.21,2.26,33.33,1.71,36,4.72,30.43,1.3,0.21,0.07,0.34,31.12,68.57,9.71,50,6.98,90.2,8.75,74.22,2.8,26.83,17.34,26.06,0.1,1.16,0,0,0.62,33.33,0.41,3.69,55.56,3.01,45.45,1.03,20,0.68,0.82,6.09,61.8,England 202122
L. Wälti,Arsenal,Arsenal,"DMF, LDMF, LCMF",28,16,1311,0,0.22,2,0.24,19.7,59.93,Switzerland,Switzerland,165,0,10.71,8.17,68.91,2.13,51.61,0.14,0.23,0.14,4.94,8.4,0.76,2,0.14,0,0,1.58,0,0,0,0.01,0,0,5,0.34,0,0,0.14,0.55,25,1.92,60.71,6.45,46.81,0.21,0.82,0.07,1.44,59.38,85.9,19.57,73.33,7.28,94.34,24.65,94.99,4.81,52.86,19.58,37.56,0.02,0.41,0.21,0.14,0.96,28.57,0.21,11.95,79.89,1.65,41.67,1.44,23.81,0.48,0.14,10.16,79.05,England 202122
Y. Hasegawa,West Ham United,West Ham United,"LCMF, LW, AMF",25,14,1289,1,0.84,1,1.73,21.09,44.37,Japan,Japan,154,0,9.15,6.56,62.77,1.47,33.33,0,0,0.07,5.03,6.24,0.07,0,0,0,0,2.93,0.07,1,0.07,0.06,0,0,12,0.84,25,8.333,0.07,1.82,53.85,3.28,38.3,10.33,36.49,0.98,1.19,0.7,1.19,36.38,75.82,13.27,65.26,5.73,95.12,11.17,78.13,4.4,42.86,18.72,38.09,0.12,0.91,0.14,0,1.12,43.75,0.91,6.35,67.03,2.93,57.14,1.68,33.33,1.12,0.91,7.82,78.57,England 202122
K. Walsh,Manchester City,Manchester City,DMF,24,14,1288,1,0.25,0,0.13,12.86,53.26,England,England,0,0,6.22,5.1,73.97,1.05,60,0.07,0.13,0.07,2.38,4.29,0.49,1,0.07,0,0,0.84,0.07,1,0.07,0.02,0,0,5,0.35,20,20,0,0.28,25,1.12,43.75,4.33,25.81,0,0.35,0.21,0.35,57.37,88.67,15.09,74.07,9.08,97.69,24.88,94.1,3.7,47.17,18.23,44.44,0.01,0.07,0.14,0,0.35,60,0,9.01,73.64,1.12,31.25,0.42,0,0.28,0.14,6.01,75.58,England 202122
E. Cuthbert,Chelsea,Chelsea,"RWB, RCMF, RWF",23,16,1284,3,2.07,5,5.36,25.23,61.67,Scotland,Scotland,0,0,12.97,10.09,69.44,3.43,63.27,0.56,0.92,0.07,5.4,8.85,0.91,0,0,0,0,5.26,0.21,3,0.21,0.14,0,0,34,2.38,29.41,8.824,0.35,3.29,38.3,4.14,72.88,8.27,58.47,2.52,2.1,0.77,1.26,42.48,82.01,9.53,62.5,11.57,97.58,15.35,85.39,3.43,53.06,20.25,35.56,0.38,2.73,0.14,0.21,0.42,66.67,0.7,5.12,71.23,4,66.67,0.7,30,2.1,1.19,5.89,83.33,England 202122
S. Kerr,Chelsea,Chelsea,CF,28,16,1282,16,10.06,4,2.6,18.32,49.43,Australia,Australia,173,0,3.79,2.25,78.13,6.25,55.06,0.07,0.11,0.21,1.97,3.16,0.21,1,0.07,0,0,4.07,1.12,16,1.12,0.71,5,0.35,49,3.44,63.27,32.653,0.28,2.74,33.33,1.83,38.46,5.97,30.59,8,1.68,0.49,0.42,27.24,69.59,4.84,57.97,7.3,85.58,9.27,60.61,0.84,58.33,15.95,26.31,0.18,1.47,0.14,0.14,0.91,30.77,0.77,2.46,54.29,3.3,42.55,0.63,33.33,1.33,0.84,2.6,72.97,England 202122
N. Dowie,Reading,Reading,CF,33,14,1266,6,4.38,0,0.15,24.31,27.49,United Arab Emirates,"United Arab Emirates, England",170,0,2.84,2.49,45.71,4.69,31.82,0,0,0.21,1.71,2.31,1.28,0,0,0,0,1.78,0.43,5,0.36,0.31,0,0,18,1.28,66.67,33.333,0,0.5,28.57,1.92,37.04,12.44,24.57,2.06,0.07,0.14,0.85,14.43,68.97,2.99,38.1,5.26,94.59,3.77,64.15,0.5,42.86,15,14.72,0.01,0.21,0,0,0.28,25,0,1.21,47.06,0.85,16.67,0.14,50,0.21,0.07,1.21,47.06,England 202122
C. Murray,Birmingham City,Birmingham City,"RCMF, LCMF",31,13,1251,1,0.88,0,0.32,21.08,60.75,Scotland,Scotland,156,0,12.09,8.63,75,2.37,39.39,0.22,0.25,0.14,5.4,6.25,0.94,0,0,0,0,1.37,0.07,0,0,0.06,0,0,4,0.29,50,25,0,0.79,54.55,0.94,69.23,5.04,60,0.14,0.07,0.14,2.01,24.82,63.77,13.24,48.91,3.38,97.87,5.25,76.71,6.04,35.71,19.34,33.15,0.02,0.43,0,0,0.29,50,0,5.9,47.56,1.94,48.15,0.72,20,0.58,0.36,5.68,63.29,England 202122
N. Flint,Leicester City WFC,Leicester City WFC,"CF, RW",25,18,1251,2,2.76,1,0.38,23.45,37.12,England,England,174,0,7.77,5.76,66.25,1.65,39.13,0,0,0.07,3.96,4.57,1.37,2,0.14,0,0,1.65,0.14,2,0.14,0.2,0,0,31,2.23,38.71,6.452,0.07,0.43,33.33,1.94,33.33,11.08,24.68,1.15,0.86,0.29,0.65,20.14,70,4.68,36.92,6.4,92.13,5.47,81.58,2.52,40,19.2,26.4,0.03,0.29,0,0,0.43,0,0.14,2.45,32.35,1.08,33.33,0.79,9.09,0.22,0.14,2.45,52.94,England 202122
S. Ingle,Chelsea,Chelsea,"LCMF, RCMF, DMF",30,15,1241,0,0.93,1,0.76,9.57,56.82,Wales,Wales,0,0,6.45,4.21,67.24,1.81,60,0.29,0.44,0.15,3.34,5.02,0.87,1,0.07,0,0,1.02,0,0,0,0.07,0,0,15,1.09,13.33,0,0.07,0.51,42.86,0.44,83.33,1.6,40.91,1.02,0.15,0.07,0.36,46.27,86.52,16.46,76.65,6.31,97.7,17.77,92.65,3.99,67.27,18.27,31.35,0.06,1.02,0.07,0,0.58,50,0.15,9.21,75.59,1.81,44,0.65,55.56,1.45,0.29,8.63,82.35,England 202122
